Primary_key,Currency,Rate,Base,Date,Timestamp
WST2024060311,WST,2.8,USD,2024-06-03,1717412400
XAF2024060311,XAF,605.296127,USD,2024-06-03,1717412400
XAG2024060311,XAG,0.03293905,USD,2024-06-03,1717412400
XAU2024060311,XAU,0.000429,USD,2024-06-03,1717412400
XCD2024060311,XCD,2.70255,USD,2024-06-03,1717412400
XDR2024060311,XDR,0.755198,USD,2024-06-03,1717412400
XOF2024060311,XOF,605.296127,USD,2024-06-03,1717412400
XPD2024060311,XPD,0.00111085,USD,2024-06-03,1717412400
XPF2024060311,XPF,110.115513,USD,2024-06-03,1717412400
XPT2024060311,XPT,0.00097358,USD,2024-06-03,1717412400
YER2024060311,YER,250.400036,USD,2024-06-03,1717412400
ZAR2024060311,ZAR,18.706657,USD,2024-06-03,1717412400
ZMW2024060311,ZMW,25.758288,USD,2024-06-03,1717412400
ZWL2024060311,ZWL,322.0,USD,2024-06-03,1717412400
